,bodyType,color,fuelType,modelDate,name,numberOfDoors,productionDate,vehicleConfiguration,vehicleTransmission,engineDisplacement,enginePower,mileage,Привод,ПТС,desr_topic_0,desr_topic_1,desr_topic_2,desr_topic_4,Grp_ID,dist_2_diller_txt,ft_,km_per_year,km_per_year_power,description_l,description_l1,Комплектация_1,enginePower2user,enginePower2liter,name_1,Омыватель фар,Кожа (Материал салона),Парктроник задний,Тонированные стекла,Навигационная система,Электроскладывание зеркал,Тёмный салон,Электропривод крышки багажника,Спортивные передние сиденья,Светодиодные фары,Металлик,Система управления дальним светом,Люк,Камера задняя,"Система помощи при торможении (BAS, EBD)",Диски 18,Диски 19,Голосовое управление,Премиальная аудиосистема,Доводчик дверей,Панорамная крыша / лобовое стекло,Диски 20,CarPlay,Солнцезащитные шторки в задних дверях,Камера 360°,Пневмоподвеска,Беспроводная зарядка для смартфона,Дистанционный запуск двигателя,Система предотвращения столкновения,Система контроля слепых зон,Алькантара (Материал салона),Третий ряд сидений
2634,other,белый,дизель,2,20d 2.0d AT (190 л.с.) 4WD,5,1,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,190,5214,полный,Оригинал,0.13,0.14,0.13,0.6,2,0.5314628481864929,3,2607.0,186.6978,3449,476,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,63,90.47619047619047,20d,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2635,седан,чёрный,бензин,11,520i 2.0 AT (184 л.с.),4,8,SEDAN AUTOMATIC 2.0,автоматическая,2.0,184,140000,задний,Оригинал,0.0,0.0,0.0,0.98,0,0.2447672188282013,7,15555.555555555555,98.13333333333333,464,72,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,520i,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2636,other,серебристый,бензин,21,3.0i 3.0 AT (231 л.с.) 4WD,5,19,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,231,155000,полный,Оригинал,0.05,0.04,0.41,0.47,4,0.3742961287498474,0,7750.0,111.64999999999999,44,6,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,77,74.51612903225806,3.0i,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2637,седан,синий,бензин,11,520i 2.0 AT (184 л.с.),4,8,SEDAN AUTOMATIC 2.0,автоматическая,2.0,184,145000,задний,Оригинал,0.0,0.0,0.0,0.99,0,0.08558952808380127,0,16111.111111111111,95.06666666666666,535,77,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,520i,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2638,седан,серый,бензин,11,520i 2.0 AT (184 л.с.),4,8,SEDAN AUTOMATIC 2.0,автоматическая,2.0,184,125474,задний,Оригинал,0.0,0.16,0.0,0.84,3,0.3152811825275421,3,13941.555555555555,107.04261333333334,2759,373,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,520i,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2639,other,чёрный,дизель,6,20d 2.0d AT (190 л.с.) 4WD,5,5,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,190,100200,полный,Оригинал,0.0,0.0,0.0,0.98,0,0.0052524758502841,0,16700.0,126.53999999999999,361,63,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,63,90.47619047619047,20d,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2640,other,белый,дизель,10,30d xDrive 3.0d AT (249 л.с.) 4WD,5,8,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,249,207000,полный,Оригинал,0.0,0.0,0.0,0.98,0,0.009862348437309265,0,23000.0,77.19000000000001,473,69,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,83,80.32258064516128,30d,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641,other,other,дизель,8,20d 2.0d AT (184 л.с.) 4WD,5,8,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,184,93767,полный,Оригинал,0.0,0.0,0.0,0.98,0,0.12722449004650116,0,10418.555555555555,126.48957333333334,471,71,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,20d,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2642,other,серебристый,бензин,14,48i 4.8 AT (355 л.с.) 4WD,5,13,ALLROAD_5_DOORS AUTOMATIC 4.8,автоматическая,4.8,355,132000,полный,Оригинал,0.02,0.01,0.01,0.94,0,0.40813741087913513,7,9428.57142857143,198.8,135,19,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,118,72.44897959183675,48i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2643,other,чёрный,бензин,13,4.0 AMT (420 л.с.),2,7,COUPE ROBOT 4.0,роботизированная,4.0,420,48300,задний,Оригинал,0.03,0.02,0.17,0.75,2,0.3706771731376648,7,6037.5,352.38,72,10,||Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,140,102.43902439024392,4.0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2644,седан,чёрный,бензин,13,525i 2.5 AT (218 л.с.),4,12,SEDAN AUTOMATIC 2.5,автоматическая,2.5,218,181000,задний,Оригинал,0.0,0.0,0.0,0.99,0,0.22965820133686066,0,13923.076923076924,86.47333333333331,608,84,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,73,83.84615384615384,525i,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2645,other,белый,бензин,14,3.0si 3.0 AT (272 л.с.) 4WD,5,13,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,272,190000,полный,Оригинал,0.02,0.01,0.01,0.94,0,0.004256001207977533,0,13571.42857142857,99.73333333333335,166,23,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,91,87.74193548387096,3.0si,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2646,other,белый,дизель,3,20d xDrive 2.0d AT (190 л.с.) 4WD,5,2,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,190,12291,полный,Оригинал,0.13,0.12,0.11,0.63,2,0.45711812376976013,4,4097.0,182.2157,4046,535,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,63,90.47619047619047,20d,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2647,other,белый,бензин,13,35i 3.0 AT (306 л.с.) 4WD,5,8,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,306,110000,полный,Оригинал,0.0,0.0,0.0,0.98,0,0.15677541494369507,0,12222.222222222223,193.79999999999998,389,54,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,102,98.70967741935483,35i,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2648,седан,белый,бензин,5,750Li xDrive 4.4 AT (450 л.с.) 4WD,4,5,SEDAN AUTOMATIC 4.4,автоматическая,4.4,450,59000,полный,Оригинал,0.02,0.02,0.01,0.94,0,0.3451540768146515,7,9833.333333333334,361.5,112,18,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,150,100.0,750Li,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0
2649,other,чёрный,дизель,14,3.0d 3.0d AT (235 л.с.) 4WD,5,13,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,235,297000,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.15613804757595062,0,21214.285714285714,2.3500000000000023,641,91,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,78,75.80645161290322,3.0d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2650,седан,синий,дизель,4,520d 2.0d AT (190 л.с.),4,3,SEDAN AUTOMATIC 2.0,автоматическая,2.0,190,49000,задний,Оригинал,0.0,0.0,0.0,0.99,0,0.2716008722782135,7,12250.0,158.96666666666667,1142,157,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,63,90.47619047619047,520d,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2651,седан,синий,бензин,3,Competition 4.4 AT (625 л.с.) 4WD,4,2,SEDAN AUTOMATIC 4.4,автоматическая,4.4,625,19673,полный,Оригинал,0.0,0.0,0.0,0.98,0,0.4235682487487793,0,6557.666666666667,584.0145833333333,604,73,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,208,138.88888888888889,Competition,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2652,other,белый,дизель,7,25d 3.0d AT (218 л.с.) 4WD,5,5,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,218,79000,полный,Оригинал,0.02,0.01,0.01,0.94,0,0.38955533504486084,7,13166.666666666666,160.59333333333333,168,21,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,73,70.3225806451613,25d,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2653,хэтчбек 3 дв.,белый,бензин,13,116i 1.6 AT (115 л.с.),3,9,HATCHBACK_3_DOORS AUTOMATIC 1.6,автоматическая,1.6,115,130000,задний,Оригинал,0.01,0.0,0.0,0.97,0,0.2689278721809387,7,13000.0,65.16666666666667,242,28,||Комфорт|Салон|Безопасность|||Мультимедиа|Защита от угона|,38,67.6470588235294,116i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2654,other,белый,бензин,8,20i 2.0 AT (184 л.с.) 4WD,5,7,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,184,159000,полный,Оригинал,0.0,0.0,0.0,0.97,0,0.17658662796020508,0,19875.0,86.47999999999999,308,41,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,20i,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2655,седан,синий,бензин,11,523i 2.5 AT (204 л.с.),4,9,SEDAN AUTOMATIC 2.5,автоматическая,2.5,204,100500,задний,Оригинал,0.0,0.0,0.0,0.98,0,0.13180892169475555,7,10050.0,135.66,492,87,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,68,78.46153846153845,523i,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2656,седан,синий,дизель,7,530d xDrive 3.0d AT (258 л.с.) 4WD,4,4,SEDAN AUTOMATIC 3.0,автоматическая,3.0,258,39700,полный,Оригинал,0.0,0.0,0.0,0.98,0,0.2697891294956207,7,7940.0,223.858,384,48,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,86,83.2258064516129,530d,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2657,other,чёрный,дизель,3,30d xDrive 3.0d AT (249 л.с.) 4WD,5,1,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,249,11000,полный,Оригинал,0.01,0.0,0.0,0.97,0,0.42264682054519653,0,5500.0,239.87,255,38,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,83,80.32258064516128,30d,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
2658,седан,чёрный,бензин,12,750Li xDrive 4.4 AT (407 л.с.) 4WD,4,10,SEDAN AUTOMATIC 4.4,автоматическая,4.4,407,107000,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.2622154653072357,8,9727.272727272728,261.83666666666664,961,144,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,136,90.44444444444444,750Li,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2659,other,белый,бензин,5,18i sDrive 1.5 AT (136 л.с.),5,3,ALLROAD_5_DOORS AUTOMATIC 1.5,автоматическая,1.5,136,19000,передний,Оригинал,0.02,0.01,0.01,0.94,0,0.42836496233940125,7,4750.0,127.38666666666667,165,18,other,45,85.0,18i,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2660,седан,серый,бензин,25,523i 2.5 AT (170 л.с.),4,22,SEDAN AUTOMATIC 2.5,автоматическая,2.5,170,300000,задний,Оригинал,0.0,0.0,0.0,0.98,0,0.1690761297941208,0,13043.478260869566,0.0,407,71,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,57,65.38461538461539,523i,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2661,седан,чёрный,бензин,15,730Li 3.0 AT (258 л.с.),4,12,SEDAN AUTOMATIC 3.0,автоматическая,3.0,258,300000,задний,Дубликат,0.06,0.04,0.83,0.02,1,0.39981624484062195,0,23076.923076923078,0.0,36,7,other,86,83.2258064516129,730Li,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2662,седан,other,дизель,11,530d xDrive 3.0d AT (258 л.с.) 4WD,4,9,SEDAN AUTOMATIC 3.0,автоматическая,3.0,258,124430,полный,Оригинал,0.0,0.03,0.0,0.97,0,0.38978204131126404,4,12443.0,150.9902,2650,345,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,86,83.2258064516129,530d,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2663,седан,чёрный,бензин,13,530xi 3.0 AT (272 л.с.) 4WD,4,12,SEDAN AUTOMATIC 3.0,автоматическая,3.0,272,172000,полный,Оригинал,0.01,0.0,0.0,0.97,0,0.25380298495292664,7,13230.76923076923,116.05333333333333,264,41,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,91,87.74193548387096,530xi,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2664,other,синий,дизель,6,20d xDrive 2.0d AT (190 л.с.) 4WD,5,4,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,190,124000,полный,Оригинал,0.03,0.02,0.1,0.83,2,0.4199449121952057,7,24800.0,111.46666666666667,97,13,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,63,90.47619047619047,20d,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2665,other,other,бензин,6,28i 2.0 AT (245 л.с.) 4WD,5,3,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,245,34000,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.4241597354412079,0,8500.0,217.23333333333335,608,94,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,82,116.66666666666666,28i,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2666,other,чёрный,бензин,6,28i 2.0 AT (245 л.с.) 4WD,5,6,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,245,89122,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.9189092516899109,2,12731.714285714286,172.21703333333335,1226,179,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,82,116.66666666666666,28i,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2667,седан,чёрный,бензин,7,520i 2.0 AT (184 л.с.),4,5,SEDAN AUTOMATIC 2.0,автоматическая,2.0,184,78000,задний,Оригинал,0.0,0.0,0.0,0.98,0,0.20148317515850067,0,13000.0,136.16,457,66,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,520i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2668,other,чёрный,дизель,2,20d 2.0d AT (190 л.с.) 4WD,5,1,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,190,15,полный,Оригинал,0.12,0.17,0.13,0.59,2,0.4496033191680908,3,7.5,189.9905,3910,539,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,63,90.47619047619047,20d,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2669,other,чёрный,бензин,6,20i 2.0 AT (184 л.с.) 4WD,5,3,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,184,34550,полный,Оригинал,0.0,0.0,0.0,0.98,0,0.34405237436294556,7,8637.5,162.80933333333334,422,49,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,20i,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2670,other,other,бензин,8,18i 2.0 AT (150 л.с.),5,7,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,150,68562,задний,Оригинал,0.0,0.0,0.0,0.99,0,0.47103050351142883,8,8570.25,115.71900000000001,662,81,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,50,71.42857142857143,18i,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2671,седан,чёрный,бензин,25,523i 2.5 AT (170 л.с.),4,22,SEDAN AUTOMATIC 2.5,автоматическая,2.5,170,257000,задний,Оригинал,0.0,0.0,0.0,0.98,0,0.09101918339729309,7,11173.91304347826,24.366666666666664,376,48,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,57,65.38461538461539,523i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2672,седан,чёрный,бензин,15,325i 2.5 AT (218 л.с.),4,14,SEDAN AUTOMATIC 2.5,автоматическая,2.5,218,251400,задний,Оригинал,0.0,0.0,0.0,0.98,0,0.2626406252384186,7,16760.0,35.31600000000001,376,51,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,73,83.84615384615384,325i,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2673,седан,белый,бензин,7,528i xDrive 2.0 AT (245 л.с.) 4WD,4,7,SEDAN AUTOMATIC 2.0,автоматическая,2.0,245,157000,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.39856454730033875,7,19625.0,116.78333333333333,549,76,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,82,116.66666666666666,528i,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2674,седан,синий,бензин,11,528i 2.0 AT (245 л.с.),4,8,SEDAN AUTOMATIC 2.0,автоматическая,2.0,245,110000,задний,Оригинал,0.06,0.04,0.83,0.02,1,0.40934914350509644,0,12222.222222222223,155.16666666666666,32,4,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,82,116.66666666666666,528i,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2675,седан,чёрный,бензин,12,320i 2.0 AT (156 л.с.),4,12,SEDAN AUTOMATIC 2.0,автоматическая,2.0,156,127000,задний,Оригинал,0.0,0.0,0.0,0.99,0,0.25552132725715637,8,9769.23076923077,89.96,1054,141,||Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,52,74.28571428571428,320i,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2676,other,серый,бензин,15,320i 2.0 MT (156 л.с.),2,12,COUPE MECHANICAL 2.0,механическая,2.0,156,107000,задний,Оригинал,0.0,0.0,0.0,0.99,0,0.05418749526143074,0,8230.76923076923,100.36,784,93,other,52,74.28571428571428,320i,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2677,седан,чёрный,дизель,5,730Ld xDrive 3.0d AT (249 л.с.) 4WD,4,3,SEDAN AUTOMATIC 3.0,автоматическая,3.0,249,85000,полный,Оригинал,0.08,0.16,0.18,0.58,2,0.4481775760650635,3,21250.0,178.45,3971,540,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,83,80.32258064516128,730Ld,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2678,other,белый,бензин,11,18i 2.0 AT (150 л.с.),5,9,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,150,92314,задний,Оригинал,0.0,0.0,0.0,0.99,0,0.4215012788772583,8,9231.4,103.843,662,81,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,50,71.42857142857143,18i,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2679,седан,чёрный,бензин,13,525i 2.5 AT (218 л.с.),4,11,SEDAN AUTOMATIC 2.5,автоматическая,2.5,218,159000,задний,Оригинал,0.01,0.0,0.0,0.96,0,0.194833442568779,0,13250.0,102.46,176,32,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,73,83.84615384615384,525i,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2680,седан,белый,бензин,11,528i xDrive 2.0 AT (245 л.с.) 4WD,4,8,SEDAN AUTOMATIC 2.0,автоматическая,2.0,245,111000,полный,Оригинал,0.0,0.11,0.0,0.89,0,0.0629911869764328,8,12333.333333333334,154.35,1747,281,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,82,116.66666666666666,528i,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2681,other,серый,дизель,7,40d 3.0d AT (313 л.с.) 4WD,5,5,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,313,85600,полный,Дубликат,0.0,0.38,0.0,0.62,3,0.4327455461025238,4,14266.666666666666,223.69066666666666,3076,409,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,104,100.96774193548387,40d,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2682,other,синий,бензин,13,630i 3.0 AT (272 л.с.),2,12,COUPE AUTOMATIC 3.0,автоматическая,3.0,272,142000,задний,Оригинал,0.0,0.0,0.0,0.99,0,0.25872862339019775,0,10923.076923076924,143.25333333333333,827,98,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,91,87.74193548387096,630i,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2683,other,серый,бензин,5,20i xDrive 2.0 AT (192 л.с.) 4WD,5,4,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,192,138000,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.3350876271724701,1,27600.0,103.68,1453,184,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,64,91.42857142857143,20i,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2684,other,белый,бензин,11,4.4 AT (555 л.с.) 4WD,5,11,ALLROAD_5_DOORS AUTOMATIC 4.4,автоматическая,4.4,555,96224,полный,Оригинал,0.01,0.0,0.0,0.96,0,0.015538507141172886,0,8018.666666666667,376.9856,210,26,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,185,123.33333333333333,4.4,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2685,седан,серебристый,бензин,25,523i 2.5 MT (170 л.с.),4,23,SEDAN MECHANICAL 2.5,механическая,2.5,170,300000,задний,Оригинал,0.0,0.0,0.0,0.98,0,0.22727501392364502,0,12500.0,0.0,397,55,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,57,65.38461538461539,523i,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
